"연령대","직업군","혼인여부","학력","주택보유","대출","성별","평균잔액","주택세","소득세율","자산","금","소득신고횟수","통근거리","class"
"20대","제조업","기혼","중졸","보유","유","여성",175,0.5,53.03030303,53,53,0,6,"good"
"20대","행정","미혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,2,1,"good"
"30대","경영","기혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,0,5,"good"
"40대","영업","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,0,5,"good"
"30대","제조업","미혼","대학원졸","미보유","무","여성",30,0,9.090909091,9,9,3,5,"good"
"80대","퇴직","기혼","대학원졸","미보유","무","여성",30,0,0,2,0,2,1,"good"
"30대","제조업","미혼","고졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,1,"good"
"50대","제조업","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,5,"good"
"40대","제조업","기혼","중졸","보유","무","여성",175,0.5,53.03030303,53,53,0,5,"good"
"20대","구직중","이혼","대졸","보유","무","여성",5,0.014285714,1.515151515,1,1,3,5,"good"
"30대","경영","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,6,"good"
"40대","금융","기혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,3,1,"good"
"30대","제조업","미혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,0,1,"good"
"40대","기술자","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,0,5,"good"
"30대","구직중","미혼","고졸","보유","무","여성",175,0.5,53.03030303,53,53,0,5,"good"
"20대","기술자","미혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,5,"good"
"40대","금융","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,5,"good"
"30대","경영","기혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,1,"good"
"30대","경영","기혼","중졸","미보유","무","남성",75,0,22.72727273,22,22,2,6,"good"
"40대","행정","미혼","대학원졸","보유","유","남성",30,0.085714286,9.090909091,9,9,0,5,"good"
"30대","구직중","기혼","고졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,6,"good"
"20대","기술자","미혼","고졸","미보유","유","여성",175,0,53.03030303,53,53,2,6,"good"
"30대","기술자","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,0,1,"good"
"20대","금융","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,6,"good"
"70대","퇴직","이혼","고졸","보유","무","여성",75,0.214285714,0,2,0,2,6,"good"
"40대","기술자","기혼","대학원졸","미보유","유","남성",175,0,53.03030303,53,53,0,6,"good"
"50대","금융","이혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,1,"good"
"50대","제조업","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,0,6,"good"
"40대","행정","미혼","대학원졸","미보유","무","남성",30,0,9.090909091,9,9,3,6,"good"
"30대","제조업","기혼","대학원졸","미보유","유","여성",30,0,9.090909091,9,9,3,1,"good"
"30대","경영","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,3,5,"good"
"30대","경영","미혼","고졸","미보유","유","남성",30,0,9.090909091,9,9,2,5,"good"
"30대","제조업","미혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,6,"good"
"20대","경영","미혼","대학원졸","보유","유","여성",375,1.071428571,113.6363636,113,114,3,1,"good"
"30대","경영","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,2,6,"good"
"30대","기술자","기혼","고졸","보유","무","남성",175,0.5,53.03030303,53,53,2,5,"good"
"40대","구직중","기혼","대졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,6,"good"
"20대","구직중","이혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,3,6,"good"
"40대","경영","미혼","고졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"40대","기업가","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,3,6,"good"
"20대","구직중","이혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,0,5,"good"
"30대","제조업","기혼","대학원졸","보유","유","남성",375,1.071428571,113.6363636,113,114,0,5,"good"
"30대","기술자","기혼","고졸","미보유","무","남성",75,0,22.72727273,22,22,3,6,"good"
"50대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,1,"good"
"30대","경영","기혼","고졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,6,"good"
"30대","기술자","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,5,"good"
"40대","기업가","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,3,5,"good"
"40대","금융","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"40대","기술자","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,2,6,"good"
"30대","기업가","미혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,3,1,"good"
"20대","제조업","기혼","대졸","보유","무","여성",75,0.214285714,22.72727273,22,22,2,6,"good"
"40대","영업","기혼","고졸","미보유","무","여성",75,0,22.72727273,22,22,3,1,"good"
"20대","구직중","미혼","대졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,6,"good"
"50대","제조업","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,3,5,"good"
"40대","제조업","미혼","대졸","보유","무","여성",175,0.5,53.03030303,53,53,2,1,"good"
"30대","제조업","미혼","대학원졸","보유","유","남성",30,0.085714286,9.090909091,9,9,3,5,"good"
"50대","금융","이혼","대졸","보유","무","남성",75,0.214285714,22.72727273,22,22,3,6,"good"
"40대","기술자","기혼","대졸","미보유","무","여성",175,0,53.03030303,53,53,2,5,"good"
"40대","기업가","기혼","고졸","미보유","무","남성",75,0,22.72727273,22,22,3,5,"good"
"30대","교육","기혼","고졸","미보유","무","남성",175,0,53.03030303,53,53,2,1,"good"
"40대","금융","기혼","대학원졸","미보유","무","남성",30,0,9.090909091,9,9,3,5,"good"
"50대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,6,"good"
"30대","행정","기혼","고졸","미보유","무","여성",75,0,22.72727273,22,22,2,5,"good"
"30대","기업가","미혼","고졸","보유","유","여성",375,1.071428571,113.6363636,113,114,2,6,"good"
"50대","행정","이혼","대학원졸","미보유","무","남성",175,0,53.03030303,53,53,0,6,"good"
"30대","구직중","기혼","고졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,5,"good"
"20대","금융","미혼","고졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,5,"good"
"50대","제조업","기혼","대졸","미보유","무","여성",75,0,22.72727273,22,22,2,6,"good"
"40대","제조업","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,6,"good"
"30대","행정","미혼","대학원졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,5,"good"
"20대","행정","미혼","고졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,5,"good"
"30대","경영","이혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,5,"good"
"40대","금융","기혼","대졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",5,0.014285714,1.515151515,1,1,3,5,"good"
"50대","행정","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,0,1,"good"
"60대","경영","기혼","대학원졸","미보유","무","여성",375,0,0,2,0,0,5,"good"
"60대","제조업","기혼","대학원졸","미보유","무","여성",30,0,0,2,0,2,6,"good"
"20대","구직중","이혼","중졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,1,"good"
"50대","금융","기혼","대학원졸","미보유","유","남성",375,0,113.6363636,113,113,2,6,"good"
"50대","금융","이혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,1,"good"
"20대","기술자","미혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,6,"good"
"20대","경영","미혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,3,1,"good"
"40대","경영","기혼","대학원졸","미보유","무","남성",375,0,113.6363636,113,113,3,5,"good"
"30대","경영","미혼","고졸","보유","무","여성",175,0.5,53.03030303,53,53,0,6,"good"
"20대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,6,"good"
"30대","금융","미혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,5,"good"
"50대","기술자","이혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,6,"good"
"30대","행정","미혼","대학원졸","미보유","무","여성",175,0,53.03030303,53,53,0,6,"good"
"30대","금융","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,3,6,"good"
"30대","기술자","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,3,6,"good"
"20대","행정","기혼","대학원졸","보유","유","남성",30,0.085714286,9.090909091,9,9,2,5,"good"
"20대","경영","미혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,0,5,"good"
"40대","구직중","기혼","대졸","미보유","무","여성",175,0,53.03030303,53,53,0,1,"good"
"30대","경영","미혼","고졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,6,"good"
"20대","제조업","미혼","고졸","보유","무","여성",175,0.5,53.03030303,53,53,3,5,"good"
"50대","행정","이혼","대학원졸","보유","유","여성",30,0.085714286,9.090909091,9,9,0,1,"good"
"20대","구직중","이혼","고졸","미보유","무","여성",5,0,1.515151515,1,1,0,6,"good"
"30대","행정","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,3,6,"good"
"30대","기술자","미혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,0,6,"good"
"20대","학생","미혼","고졸","보유","무","남성",375,0,0,2,0,3,6,"good"
"50대","퇴직","기혼","대졸","보유","유","남성",30,0.085714286,9.090909091,9,9,0,5,"good"
"20대","제조업","미혼","대졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,6,"good"
"50대","기술자","기혼","대학원졸","미보유","유","여성",375,0,113.6363636,113,113,0,1,"good"
"50대","행정","이혼","대졸","보유","유","여성",30,0.085714286,9.090909091,9,9,3,1,"good"
"30대","제조업","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,2,6,"good"
"50대","기업가","기혼","대학원졸","보유","유","여성",30,0.085714286,9.090909091,9,9,2,5,"good"
"30대","경영","미혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,3,5,"good"
"30대","교육","기혼","고졸","보유","유","여성",175,0.5,53.03030303,53,53,3,1,"good"
"30대","제조업","미혼","대졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,1,"good"
"60대","퇴직","기혼","대졸","미보유","무","여성",30,0,0,2,0,0,6,"good"
"30대","행정","기혼","고졸","보유","유","여성",175,0.5,53.03030303,53,53,0,5,"good"
"30대","제조업","미혼","고졸","보유","무","여성",375,1.071428571,113.6363636,113,114,0,6,"good"
"30대","제조업","기혼","대졸","보유","무","여성",175,0.5,53.03030303,53,53,0,1,"good"
"30대","경영","기혼","고졸","보유","무","남성",30,0.085714286,9.090909091,9,9,0,6,"good"
"50대","퇴직","기혼","대졸","미보유","유","남성",175,0,53.03030303,53,53,2,6,"good"
"40대","금융","미혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,1,"good"
"40대","기술자","기혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,6,"good"
"20대","학생","기혼","대학원졸","보유","무","남성",75,0,0,2,0,3,1,"good"
"30대","기술자","미혼","대학원졸","미보유","무","남성",75,0,22.72727273,22,22,2,5,"good"
"50대","퇴직","이혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,1,"good"
"30대","교육","기혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,6,"good"
"40대","구직중","미혼","고졸","보유","무","여성",375,1.071428571,113.6363636,113,114,0,1,"good"
"50대","제조업","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,3,5,"good"
"20대","구직중","이혼","고졸","보유","무","여성",5,0.014285714,1.515151515,1,1,2,6,"good"
"50대","기술자","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,2,5,"good"
"20대","금융","미혼","대학원졸","미보유","유","남성",375,0,113.6363636,113,113,0,6,"good"
"40대","제조업","기혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,5,"good"
"40대","기업가","미혼","고졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,1,"good"
"30대","기업가","미혼","고졸","미보유","무","남성",175,0,53.03030303,53,53,2,5,"good"
"50대","제조업","이혼","대졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,6,"good"
"20대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,1,"good"
"50대","제조업","이혼","대졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"50대","제조업","기혼","대졸","미보유","무","남성",175,0,53.03030303,53,53,3,1,"good"
"40대","금융","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,0,5,"good"
"30대","경영","기혼","대학원졸","보유","유","남성",375,1.071428571,113.6363636,113,114,0,1,"good"
"50대","제조업","기혼","대학원졸","미보유","무","여성",75,0,22.72727273,22,22,3,1,"good"
"50대","영업","미혼","대학원졸","보유","무","남성",30,0.085714286,9.090909091,9,9,3,6,"good"
"40대","경영","기혼","대졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,6,"good"
"20대","구직중","이혼","고졸","보유","무","여성",5,0.014285714,1.515151515,1,1,0,5,"good"
"20대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,5,"good"
"50대","경영","기혼","대학원졸","미보유","유","여성",375,0,113.6363636,113,113,3,5,"good"
"30대","제조업","기혼","대학원졸","보유","유","남성",30,0.085714286,9.090909091,9,9,2,1,"good"
"30대","행정","기혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,2,1,"good"
"50대","행정","이혼","고졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,5,"good"
"40대","교육","기혼","대졸","미보유","무","남성",175,0,53.03030303,53,53,3,1,"good"
"30대","경영","이혼","대학원졸","미보유","무","여성",75,0,22.72727273,22,22,3,5,"good"
"40대","교육","기혼","대학원졸","미보유","유","여성",375,0,113.6363636,113,113,2,1,"good"
"50대","제조업","기혼","대학원졸","미보유","무","남성",175,0,53.03030303,53,53,0,5,"good"
"40대","경영","기혼","고졸","보유","무","여성",175,0.5,53.03030303,53,53,0,5,"good"
"50대","금융","기혼","대학원졸","미보유","무","남성",375,0,113.6363636,113,113,0,6,"good"
"50대","행정","이혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,0,6,"good"
"20대","경영","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,1,"good"
"20대","학생","미혼","대학원졸","미보유","무","남성",175,0,0,2,0,3,6,"good"
"50대","경영","기혼","대졸","보유","유","남성",175,0.5,53.03030303,53,53,0,5,"good"
"50대","퇴직","이혼","대학원졸","보유","유","여성",75,0.214285714,22.72727273,22,22,2,5,"good"
"30대","영업","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,5,"good"
"40대","금융","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,2,6,"good"
"30대","학생","미혼","대학원졸","미보유","무","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"30대","기술자","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,0,1,"good"
"30대","제조업","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,6,"good"
"40대","행정","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,5,"good"
"70대","의료","기혼","중졸","미보유","무","남성",30,0,0,2,0,3,5,"good"
"20대","행정","이혼","대학원졸","미보유","무","여성",30,0,9.090909091,9,9,3,5,"good"
"50대","경영","미혼","고졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,1,"good"
"50대","교육","기혼","대졸","미보유","무","남성",30,0,9.090909091,9,9,0,1,"good"
"50대","교육","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,6,"good"
"20대","행정","이혼","대졸","미보유","무","여성",30,0,9.090909091,9,9,0,6,"good"
"40대","경영","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,3,6,"good"
"30대","경영","미혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,0,1,"good"
"50대","퇴직","미혼","중졸","보유","무","여성",175,0.5,53.03030303,53,53,0,5,"good"
"30대","행정","기혼","대학원졸","보유","유","여성",375,1.071428571,113.6363636,113,114,0,1,"good"
"30대","기술자","미혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,2,5,"good"
"40대","제조업","이혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,2,5,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",5,0.014285714,1.515151515,1,1,3,5,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",5,0.014285714,1.515151515,1,1,3,6,"good"
"30대","기술자","기혼","대학원졸","미보유","무","남성",175,0,53.03030303,53,53,0,6,"good"
"40대","행정","미혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,1,"good"
"30대","경영","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,6,"good"
"30대","경영","이혼","고졸","미보유","무","남성",75,0,22.72727273,22,22,3,1,"good"
"50대","경영","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,3,5,"good"
"60대","행정","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,3,6,"good"
"50대","기술자","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,3,5,"good"
"40대","행정","미혼","대학원졸","보유","무","남성",30,0.085714286,9.090909091,9,9,3,1,"good"
"30대","제조업","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,1,"good"
"50대","제조업","이혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",5,0.014285714,1.515151515,1,1,0,5,"good"
"40대","경영","미혼","대학원졸","보유","유","여성",75,0.214285714,22.72727273,22,22,2,5,"good"
"40대","제조업","기혼","대졸","보유","유","남성",75,0.214285714,22.72727273,22,22,0,6,"good"
"30대","기술자","기혼","고졸","보유","무","남성",30,0.085714286,9.090909091,9,9,0,1,"good"
"40대","경영","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"30대","금융","미혼","대학원졸","보유","유","여성",175,0.5,53.03030303,53,53,0,5,"good"
"30대","금융","기혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,2,6,"good"
"50대","행정","이혼","대학원졸","보유","유","여성",30,0.085714286,9.090909091,9,9,0,5,"good"
"40대","행정","이혼","대학원졸","보유","유","여성",75,0.214285714,22.72727273,22,22,3,5,"good"
"30대","기업가","기혼","고졸","미보유","무","여성",75,0,22.72727273,22,22,2,5,"good"
"50대","기술자","기혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,1,"good"
"30대","영업","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,3,1,"good"
"40대","제조업","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,5,"good"
"30대","행정","미혼","대학원졸","미보유","유","여성",375,0,113.6363636,113,113,0,6,"good"
"30대","제조업","미혼","대졸","미보유","무","남성",30,0,9.090909091,9,9,2,1,"good"
"50대","경영","기혼","대학원졸","보유","유","남성",375,1.071428571,113.6363636,113,114,0,5,"good"
"20대","행정","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"50대","구직중","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,0,6,"good"
"40대","행정","기혼","대학원졸","미보유","무","남성",175,0,53.03030303,53,53,3,6,"good"
"20대","학생","미혼","대학원졸","미보유","무","남성",375,0,0,2,0,2,6,"good"
"40대","제조업","미혼","대학원졸","미보유","무","여성",75,0,22.72727273,22,22,3,5,"good"
"30대","기업가","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,3,1,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",5,0.014285714,1.515151515,1,1,2,5,"good"
"50대","제조업","기혼","대졸","보유","무","남성",175,0.5,53.03030303,53,53,0,1,"good"
"50대","제조업","이혼","중졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"50대","퇴직","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,1,"good"
"30대","금융","기혼","대학원졸","미보유","무","여성",75,0,22.72727273,22,22,2,5,"good"
"30대","제조업","기혼","대학원졸","미보유","유","남성",375,0,113.6363636,113,113,0,6,"good"
"50대","퇴직","미혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,3,1,"good"
"30대","행정","기혼","대학원졸","보유","유","남성",75,0.214285714,22.72727273,22,22,0,5,"good"
"40대","제조업","미혼","대학원졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,1,"good"
"30대","행정","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,0,1,"good"
"40대","경영","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,0,1,"good"
"50대","제조업","기혼","대학원졸","미보유","무","여성",175,0,53.03030303,53,53,2,6,"good"
"30대","경영","기혼","대졸","미보유","무","여성",175,0,53.03030303,53,53,0,6,"good"
"20대","구직중","이혼","고졸","미보유","무","여성",5,0,1.515151515,1,1,3,6,"good"
"30대","기술자","미혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,3,5,"good"
"20대","행정","이혼","고졸","미보유","무","여성",30,0,9.090909091,9,9,0,1,"good"
"50대","기술자","이혼","대학원졸","미보유","유","남성",375,0,113.6363636,113,113,0,6,"good"
"30대","기술자","미혼","고졸","보유","무","남성",75,0.214285714,22.72727273,22,22,2,6,"good"
"50대","행정","이혼","대학원졸","보유","유","여성",30,0.085714286,9.090909091,9,9,3,5,"good"
"30대","행정","미혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,1,"good"
"40대","경영","이혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,2,5,"good"
"20대","기술자","기혼","대학원졸","보유","유","남성",175,0.5,53.03030303,53,53,3,6,"good"
"20대","구직중","이혼","대학원졸","보유","유","여성",5,0.014285714,1.515151515,1,1,2,6,"good"
"30대","제조업","미혼","대학원졸","보유","무","여성",175,0.5,53.03030303,53,53,2,5,"good"
"40대","행정","미혼","대학원졸","보유","무","남성",175,0.5,53.03030303,53,53,3,1,"good"
"30대","경영","기혼","고졸","보유","무","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"20대","구직중","이혼","대졸","보유","무","여성",5,0.014285714,1.515151515,1,1,3,1,"good"
"20대","제조업","기혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,6,"good"
"30대","경영","미혼","고졸","미보유","무","남성",175,0,53.03030303,53,53,3,6,"good"
"40대","금융","이혼","대학원졸","미보유","무","남성",375,0,113.6363636,113,113,2,6,"good"
"40대","행정","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,3,1,"good"
"50대","행정","이혼","대학원졸","미보유","무","여성",30,0,9.090909091,9,9,0,1,"good"
"40대","기업가","미혼","대졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,6,"good"
"40대","행정","기혼","대학원졸","보유","무","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"50대","제조업","이혼","대졸","보유","무","여성",75,0.214285714,22.72727273,22,22,2,6,"good"
"30대","경영","기혼","고졸","보유","무","남성",175,0.5,53.03030303,53,53,3,6,"good"
"40대","기술자","기혼","대학원졸","미보유","무","남성",30,0,9.090909091,9,9,0,1,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,0,6,"good"
"40대","제조업","미혼","고졸","보유","유","남성",375,1.071428571,113.6363636,113,114,2,5,"good"
"40대","기술자","기혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,6,"good"
"50대","경영","미혼","고졸","보유","유","남성",375,1.071428571,113.6363636,113,114,2,1,"good"
"50대","기술자","이혼","대학원졸","보유","유","여성",75,0.214285714,22.72727273,22,22,0,5,"good"
"40대","금융","미혼","고졸","보유","무","남성",375,1.071428571,113.6363636,113,114,0,5,"good"
"50대","학생","이혼","대학원졸","보유","무","남성",75,0,22.72727273,22,22,3,6,"good"
"40대","행정","기혼","대학원졸","보유","유","남성",375,1.071428571,113.6363636,113,114,0,6,"good"
"30대","경영","미혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,2,6,"good"
"50대","영업","기혼","대학원졸","미보유","유","남성",375,0,113.6363636,113,113,3,6,"good"
"50대","기술자","이혼","대학원졸","미보유","무","여성",75,0,22.72727273,22,22,2,6,"good"
"30대","경영","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,2,1,"good"
"50대","기술자","이혼","대학원졸","보유","유","여성",75,0.214285714,22.72727273,22,22,0,1,"good"
"60대","제조업","기혼","대졸","보유","무","남성",75,0.214285714,22.72727273,22,22,3,5,"good"
"30대","행정","기혼","대학원졸","보유","유","남성",375,1.071428571,113.6363636,113,114,0,1,"good"
"30대","기업가","기혼","고졸","미보유","무","남성",30,0,9.090909091,9,9,0,5,"good"
"20대","구직중","이혼","대졸","보유","무","여성",5,0.014285714,1.515151515,1,1,0,5,"good"
"30대","기술자","기혼","고졸","보유","무","남성",175,0.5,53.03030303,53,53,2,6,"good"
"50대","기업가","기혼","대학원졸","보유","무","여성",375,1.071428571,113.6363636,113,114,2,1,"good"
"50대","행정","이혼","대졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,1,"good"
"30대","경영","미혼","고졸","보유","무","남성",30,0.085714286,9.090909091,9,9,3,5,"good"
"30대","제조업","미혼","대학원졸","미보유","유","여성",30,0,9.090909091,9,9,0,1,"good"
"50대","경영","기혼","고졸","미보유","무","남성",175,0,53.03030303,53,53,3,6,"good"
"50대","제조업","이혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,0,5,"good"
"40대","경영","미혼","고졸","미보유","무","여성",75,0,22.72727273,22,22,2,5,"good"
"20대","행정","이혼","대학원졸","보유","유","여성",30,0.085714286,9.090909091,9,9,0,5,"good"
"20대","구직중","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,2,5,"good"
"50대","행정","이혼","대학원졸","보유","무","여성",30,0.085714286,9.090909091,9,9,3,5,"good"
"50대","경영","기혼","대학원졸","미보유","무","남성",375,0,113.6363636,113,113,0,5,"good"
"40대","제조업","기혼","대학원졸","보유","유","여성",375,1.071428571,113.6363636,113,114,3,5,"good"
"30대","제조업","미혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,2,6,"good"
"40대","경영","기혼","고졸","미보유","무","여성",175,0,53.03030303,53,53,2,1,"good"
"30대","행정","기혼","대학원졸","보유","무","여성",75,0.214285714,22.72727273,22,22,3,5,"good"
"30대","금융","기혼","대학원졸","보유","무","남성",75,0.214285714,22.72727273,22,22,3,5,"good"
"30대","금융","미혼","대졸","보유","무","남성",30,0.085714286,9.090909091,9,9,2,6,"good"
"50대","경영","기혼","대학원졸","미보유","무","남성",375,0,113.6363636,113,113,2,5,"good"
"60대","경영","기혼","중졸","보유","무","여성",175,0.5,0,2,0,2,5,"good"
"50대","제조업","기혼","대학원졸","보유","무","남성",30,0.085714286,9.090909091,9,9,0,5,"good"
"50대","금융","기혼","대학원졸","미보유","무","여성",375,0,113.6363636,113,113,0,5,"good"
